id,category,input_text,sentiment_label,summary,generated_reference
987,healthcare,My experience with the telemedicine was bad.,negative,Negative feedback about telemedicine.,The telemedicine was bad based on the user's experience.
988,food,My experience with the Pasta was decent.,neutral,Neutral feedback about Pasta.,The Pasta was decent based on the user's experience.
989,education,My experience with the online course was disappointing.,negative,Negative feedback about online course.,The online course was disappointing based on the user's experience.
990,healthcare,My experience with the fitness tracker was awesome.,positive,Positive feedback about fitness tracker.,The fitness tracker was awesome based on the user's experience.
991,customer_service,My experience with the call center was fantastic.,positive,Positive feedback about call center.,The call center was fantastic based on the user's experience.
992,education,My experience with the university program was superb.,positive,Positive feedback about university program.,The university program was superb based on the user's experience.
993,healthcare,My experience with the diet plan was fine.,neutral,Neutral feedback about diet plan.,The diet plan was fine based on the user's experience.
994,technology,My experience with the quantum computer was bad.,negative,Negative feedback about quantum computer.,The quantum computer was bad based on the user's experience.
995,entertainment,My experience with the video game was terrible.,negative,Negative feedback about video game.,The video game was terrible based on the user's experience.
996,healthcare,My experience with the telemedicine was disappointing.,negative,Negative feedback about telemedicine.,The telemedicine was disappointing based on the user's experience.
997,healthcare,My experience with the diet plan was awful.,negative,Negative feedback about diet plan.,The diet plan was awful based on the user's experience.
998,healthcare,My experience with the telemedicine was superb.,positive,Positive feedback about telemedicine.,The telemedicine was superb based on the user's experience.
999,technology,My experience with the AI chatbot was loved it.,positive,Positive feedback about AI chatbot.,The AI chatbot was loved it based on the user's experience.
1000,healthcare,My experience with the medical app was okay.,neutral,Neutral feedback about medical app.,The medical app was okay based on the user's experience.
